feature,t_stat,p_value
diff_rest_days,1.690767672219846,0.09099874315156992
diff_win_rate_5,10.875286196126911,4.50649413288206e-27
diff_win_streak,6.904079828495162,6.070664018541805e-12
diff_back_to_back,-3.9677271947948713,7.416136274570856e-05
